NA,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs.1,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1202,Nissan,Kicks,Xv Premium (O) Dual Tone,1465000.00,1461 cc,4,NA,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1651 mm,4384 mm,1813 mm,SUV,5,0.00,0.00,20.45 km/litre,NA,NA,6,210 mm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All Windows,NA,Smart Key,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2673 mm,NA,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,"Manual, Internal",400 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,"Internal, Manual",Yes,NA,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,NA,Fully automatic climate control,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,All Rows,NA,"Front passenger frontal airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,NA,7,NA,Rake,NA,NA,Front & rear sensors with 360 degree view,Yes,Yes,NA,NA,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA
1203,Nissan,Kicks,Xe Diesel,989000.00,1461 cc,4,NA,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Diesel,1651 mm,4384 mm,1813 mm,SUV,5,0.00,0.00,20.45 km/litre,NA,NA,6,210 mm,NA,NA,NA,NA,NA,NA,NA,NA,Yes,All Windows,NA,Remote,110PS@3850rpm,240Nm@1750rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2673 mm,NA,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,NA,Yes,Manual,400 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,NA,Yes,Internal,Yes,NA,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,NA,2,NA,Rake,NA,NA,Rear sensors,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Electric Adjustment,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,Toyota,Camry,Hybrid,3788000.00,2487 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Hybrid,1455 mm,4885 mm,1840 mm,Sedan,4,0.00,0.00,23.2 km/litre,NA,1665 kg,NA,NA,Ventilated Disc,Ventilated Disc,MacPherson Strut,Double wishbones,1580 mm,1605 mm,235/45R18,235/45R18,Electric Power,All Windows,"Yes, with memory",Smart Key,178PS@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2825 mm,235/45R18,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",NA,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,NA,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,2100 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,9,NA,"Rake, Reach",NA,NA,Rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Audio Controls,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1239,Skoda,Octavia,Ambition 1.4 Tsi,1599599.00,1395 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,16.7 km/litre,NA,1260 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,NA,Remote,140PS@6000RPM,250Nm@1500-3500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1825 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,NA,"Rake, Reach",NA,NA,Rear sensors,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,NA
1240,Skoda,Octavia,Ambition 2.0 Tdi Cr,1799599.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,21 km/litre,NA,1340 kg,6,155 mm,Ventilated Disc,Ventilated Disc,Mc Pherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,NA,Remote,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1895 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,NA,"Rake, Reach",NA,NA,Rear sensors,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1241,Skoda,Octavia,Style 1.4 Tsi,1899599.00,1395 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,16.00,16.7 km/litre,NA,1260 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,NA,Remote,140PS@6000RPM,250Nm@1500-3500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1825 kg,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1242,Skoda,Octavia,Style 1.8 Tsi At,2059599.00,1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,14.00,15.1 km/litre,NA,1376 kg,7,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1860 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1243,Skoda,Octavia,Style 2.0 Tdi Cr,2079599.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,21 km/litre,NA,1340 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1895 kg,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1244,Skoda,Octavia,Style 2.0 Tdi Cr At,2299599.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,19.5 km/litre,NA,1395 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1915 kg,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1245,Skoda,Octavia,L & K 1.8 Tsi At,2359599.00,1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,14.00,15.1 km/litre,NA,1376 kg,7,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1860 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1246,Skoda,Octavia,L & K 2.0 Tdi Cr At,2359599.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,19.5 km/litre,NA,1395 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1915 kg,"Drive side airbag, Front passenger curtain airbag, Driver frontal airbag, Rear passenger curtain airbags, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1247,Skoda,Octavia,Corporate Edition 1.4 Tsi,1549000.00,1395 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,16.00,16.7 km/litre,NA,1260 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,NA,Remote,140PS@6000RPM,250Nm@1500-3500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,NA,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1825 kg,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1248,Skoda,Octavia,Corporate Edition 2.0 Tdi,1699000.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,21 km/litre,NA,1340 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,141PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,1895 kg,"Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,NA,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,NA,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1249,Skoda,Octavia,Onyx 1.8 Tsi Dsg,1999599.00,1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,15.1 km/litre,NA,1376 kg,7,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,NA,NA,NA,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,All Rows,1860 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
1250,Skoda,Octavia,Onyx 2.0 Tdi Dsg,2199599.00,1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1476 mm,4670 mm,1814 mm,Sedan,4,0.00,0.00,19.5 km/litre,NA,1395 kg,6,155 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,compound link crank axle,NA,NA,205/55R16,205/55R16,Electro-Hydraulic,All Windows,Yes,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2688 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",590 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,NA,NA,NA,Yes,"Comfort, Eco, Sport, Normal",Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1915 kg,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Rear passenger curtain airbags",Yes,Yes,Yes,NA,6,NA,"Rake, Reach",NA,NA,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,NA,Cup Holders,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA
